model_name,lags,out,Accuracy,Precision,Recall,F1_Score
GCLSTM,1,1,0.9980347429373572,0.0,0.0,0.0
LSTM,1,1,0.9980347429373572,0.0,0.0,0.0
GCRN,1,10,0.998030977390066,0.0,0.0,0.0
GCLSTM,1,10,0.998030977390066,0.0,0.0,0.0
LSTM,1,10,0.998030977390066,0.0,0.0,0.0
GCRN,5,2,0.9980558501237188,0.0,0.0,0.0
GCLSTM,5,2,0.9980558501237188,0.0,0.0,0.0
LSTM,5,2,0.9980558501237188,0.0,0.0,0.0
GCRN,6,9,0.9980392156862744,0.0,0.0,0.0
GCLSTM,6,9,0.9980392156862744,0.0,0.0,0.0
LSTM,6,9,0.9980392156862744,0.0,0.0,0.0
GCRN,14,12,0.998031185535736,0.0,0.0,0.0
GCLSTM,14,12,0.998031185535736,0.0,0.0,0.0
LSTM,14,12,0.998031185535736,0.0,0.0,0.0
GCRN,5,3,0.9980558501237188,0.0,0.0,0.0
GCLSTM,5,3,0.9980558501237188,0.0,0.0,0.0
LSTM,5,3,0.9980558501237188,0.0,0.0,0.0
GCRN,12,11,0.99803367003367,0.2,0.0006677796327212,0.0013311148086522
GCLSTM,12,11,0.9980323560811366,0.0,0.0,0.0
LSTM,12,11,0.9980323560811366,0.0,0.0,0.0
GCRN,9,11,0.9980323560811366,0.0,0.0,0.0
GCLSTM,9,11,0.9980323560811366,0.0,0.0,0.0
LSTM,9,11,0.9980323560811366,0.0,0.0,0.0
GCRN,5,4,0.9980470130788264,0.0,0.0,0.0
GCLSTM,5,4,0.9980470130788264,0.0,0.0,0.0
LSTM,5,4,0.9980470130788264,0.0,0.0,0.0
GCRN,11,1,0.9983621150080116,0.975,0.1518518518518518,0.2619645690111052
GCLSTM,11,1,0.9980843866832828,0.2,0.0037037037037037,0.0072727272727272
LSTM,11,1,0.9981769627915258,0.5815789473684211,0.1851851851851851,0.2805479452054794
GCRN,10,9,0.9980392156862744,0.0,0.0,0.0
GCLSTM,10,9,0.9980392156862744,0.0,0.0,0.0
LSTM,10,9,0.9980392156862744,0.0,0.0,0.0
GCRN,8,12,0.9980277024992472,0.0,0.0,0.0
GCLSTM,8,12,0.9980277024992472,0.0,0.0,0.0
LSTM,8,12,0.9980277024992472,0.0,0.0,0.0
GCRN,5,7,0.9980416592487092,0.0,0.0,0.0
GCLSTM,5,7,0.9980416592487092,0.0,0.0,0.0
LSTM,5,7,0.9980416592487092,0.0,0.0,0.0
GCRN,11,4,0.9980954088952654,0.4,0.0028169014084507,0.0055900891110628
GCLSTM,11,4,0.9980900286944046,0.0,0.0,0.0
LSTM,11,4,0.9980900286944046,0.0,0.0,0.0
GCRN,12,3,0.998142037302726,0.8,0.0226415094339622,0.0439639348243268
GCLSTM,12,3,0.9981037780966044,0.2,0.0025157232704402,0.0049689440993788
LSTM,12,3,0.9981516021042564,0.6531130634071811,0.0616352201257861,0.1116538107024775
GCRN,10,11,0.9980330130574032,0.2,0.0003338898163606,0.0006666666666666
GCLSTM,10,11,0.9980323560811366,0.0,0.0,0.0
LSTM,10,11,0.9980323560811366,0.0,0.0,0.0
GCRN,7,1,0.9980841286673736,0.6,0.0145454545454545,0.0283208020050125
GCLSTM,7,1,0.9980558501237188,0.0,0.0,0.0
LSTM,7,1,0.9980558501237188,0.0,0.0,0.0
GCRN,1,14,0.9980221356835416,0.0,0.0,0.0
GCLSTM,1,14,0.9980221356835416,0.0,0.0,0.0
LSTM,1,14,0.9980221356835416,0.0,0.0,0.0
GCRN,8,8,0.998045193687231,0.0,0.0,0.0
GCLSTM,8,8,0.998045193687231,0.0,0.0,0.0
LSTM,8,8,0.998045193687231,0.0,0.0,0.0
GCRN,13,5,0.998090387374462,0.4,0.0067164179104477,0.0130811917461343
GCLSTM,13,5,0.998077474892396,0.0,0.0,0.0
LSTM,13,5,0.998077474892396,0.0,0.0,0.0
GCRN,3,7,0.9980416592487092,0.0,0.0,0.0
GCLSTM,3,7,0.9980416592487092,0.0,0.0,0.0
LSTM,3,7,0.9980416592487092,0.0,0.0,0.0
GCRN,1,12,0.9980268233339268,0.0,0.0,0.0
GCLSTM,1,12,0.9980268233339268,0.0,0.0,0.0
LSTM,1,12,0.9980268233339268,0.0,0.0,0.0
GCRN,9,10,0.9980344332855092,0.0,0.0,0.0
GCLSTM,9,10,0.9980344332855092,0.0,0.0,0.0
LSTM,9,10,0.9980344332855092,0.0,0.0,0.0
GCRN,9,5,0.9980559017269004,0.0,0.0,0.0
GCLSTM,9,5,0.9980559017269004,0.0,0.0,0.0
LSTM,9,5,0.9980559017269004,0.0,0.0,0.0
GCRN,7,10,0.9980344332855092,0.0,0.0,0.0
GCLSTM,7,10,0.9980344332855092,0.0,0.0,0.0
LSTM,7,10,0.9980344332855092,0.0,0.0,0.0
GCRN,12,10,0.998040108401084,0.2,0.0011049723756906,0.0021978021978021
GCLSTM,12,10,0.9980379403794036,0.0,0.0,0.0
LSTM,12,10,0.9980379403794036,0.0,0.0,0.0
GCRN,14,14,0.9980212179520516,0.0,0.0,0.0
GCLSTM,14,14,0.9980212179520516,0.0,0.0,0.0
LSTM,14,14,0.9980212179520516,0.0,0.0,0.0
GCRN,3,1,0.9980347429373572,0.0,0.0,0.0
GCLSTM,3,1,0.9980347429373572,0.0,0.0,0.0
LSTM,3,1,0.9980347429373572,0.0,0.0,0.0
GCRN,12,5,0.998093256814921,0.6,0.0082089552238805,0.016150131330997
GCLSTM,12,5,0.998077474892396,0.0,0.0,0.0
LSTM,12,5,0.998077474892396,0.0,0.0,0.0
GCRN,13,9,0.998046371574827,0.2,0.0008213552361396,0.0016359918200409
GCLSTM,13,9,0.9980447656328416,0.0,0.0,0.0
LSTM,13,9,0.9980447656328416,0.0,0.0,0.0
GCRN,8,10,0.9980344332855092,0.0,0.0,0.0
GCLSTM,8,10,0.9980344332855092,0.0,0.0,0.0
LSTM,8,10,0.9980344332855092,0.0,0.0,0.0
GCRN,7,7,0.9980416592487092,0.0,0.0,0.0
GCLSTM,7,7,0.9980416592487092,0.0,0.0,0.0
LSTM,7,7,0.9980416592487092,0.0,0.0,0.0
GCRN,1,6,0.9980381760339344,0.0,0.0,0.0
GCLSTM,1,6,0.9980381760339344,0.0,0.0,0.0
LSTM,1,6,0.9980381760339344,0.0,0.0,0.0
GCRN,10,13,0.998023764853033,0.0,0.0,0.0
GCLSTM,10,13,0.998023764853033,0.0,0.0,0.0
LSTM,10,13,0.998023764853033,0.0,0.0,0.0
